CompanyName,Contact,Address1,Address2,City,State,Zip1,Zip2,MailingAddress1,MailingAddress2,MailingCity,MailingState,MailingZip1,MailingZip2,RegistrationDate,County,ExpirationDate,StateCompanyID,CompanyType
WILLIAMS DAIRY TRUCKING INC #973,RICKY WILLIAMS,4019  RED OAK RD,,BAXLEY,GA,31513,,4019  RED OAK RD,,BAXLEY,GA,31513,,1/1/1900,APPLING,12/31/2027,1307412,480
WILLIAMS DAIRY TRUCKING INC #976,RICKY WILLIAMS,4019  RED OAK RD,,BAXLEY,GA,31513,,4019  RED OAK RD,,BAXLEY,GA,31513,,1/1/1900,APPLING,12/31/2027,1307415,480
WILLIAMS DAIRY TRUCKING INC #977,RICKY WILLIAMS,4019  RED OAK RD,,BAXLEY,GA,31513,,4019  RED OAK RD,,BAXLEY,GA,31513,,1/1/1900,APPLING,12/31/2027,1307416,480
WILLIAMS DAIRY TRUCKING INC #9927,RICKY WILLIAMS,4019 RED OAK RD ,,BAXLEY,GA,31513,,4019 RED OAK RD ,,BAXLEY,GA,31513,,12/4/2019,APPLING,12/31/2027,55567661,480
WILLIAMS DAIRY TRUCKING INC #L583,,4019  RED OAK RD,,BAXLEY,GA,31513,,4019  RED OAK RD,,BAXLEY,GA,31513,,1/5/2016,APPLING,12/31/2027,50002774,480
WILLIAMS DAIRY TRUCKING INC #L800,RICKY WILLIAMS,4019  RED OAK RD,,BAXLEY,GA,31513,,4019  RED OAK RD,,BAXLEY,GA,31513,,1/1/1900,APPLING,12/31/2027,1307419,480
WILLIAMS DAIRY TRUCKING INC #L899,RICKY WILLIAMS,4019  RED OAK RD,,BAXLEY,GA,31513,,4019  RED OAK RD,,BAXLEY,GA,31513,,1/1/1900,APPLING,12/31/2027,1307421,480
"WILLIAMS TANK WASH, INC",JAMES RICKEY & CAROL D. WILLIAMS,4019  RED OAK RD,,BAXLEY,GA,31513,,4019  RED OAK RD,,BAXLEY,GA,31513,,10/4/2013,APPLING,12/31/2027,2498410,490
WILLIE MCDONALD III #188,,1950 SE HWY 484,,BELLEVIEW,FL,34420,,PO BOX 3790,,BELLEVIEW,FL,34421,,8/8/2017,MARION,12/31/2027,55564333,470
WINPAK,KEVIN BYERS,219  ANDREWS PKWY,,SENOIA,GA,30276,,219  ANDREWS PKWY,,SENOIA,GA,30276,,1/1/1900,COWETA,12/31/2027,527980,450
WOOTEN  JEFFREY,JEFFREY WOOTEN,114  JOE WOOTEN RD,,EATONTON,GA,31024,,114  JOE WOOTEN RD,,EATONTON,GA,31024,,1/1/1900,PUTNAM,12/31/2027,527583,420
WORCESTER CREAMERIES (DBA MOUNTAINSIDE FARMS),,55724  STATE HWY 30,,ROXBURY,NY,12474,,PO BOX 279,,ROXBURY,NY,12474,,11/16/2012,,12/31/2027,1692536,435
"WRIGHT'S FAMILY DAIRY, LLC",,18  HOLSTEIN LN,,BAXLEY,GA,31513,,18  HOLSTEIN LN,,BAXLEY,GA,31513,,1/1/1900,APPLING,12/31/2027,527790,420
WWJD Dairy,RONNIE WILLIAMS,334  SHADY DALE RD,,EATONTON,GA,31024,,334  SHADY DALE RD,,EATONTON,GA,31024,,4/10/2014,PUTNAM,12/31/2027,2516422,420
XOCHILT LEYVA #DL089,XOCHILT LEYVA ,320 HIGHBRIGHTON DAIRY RD UNIT A ,,MONTEZUMA,GA,31063,,PO BOX 820 ,,MONTEZUMA,GA,31063,,6/11/2019,MACON,12/31/2027,55567632,470
"YODER #2, ALVA",JOHNNY YODER,5241 E STATE ROUTE 26,,MONTEZUMA,GA,31063,,5241  State Rt. 26 East,,MONTEZUMA,GA,31063,,1/1/1900,MACON,12/31/2013,527670,420
"YODER, IRVIN R.",IRVIN YODER,6262  STATE RD 26,,MONTEZUMA,GA,31063,,6262  STATE RD 26,,MONTEZUMA,GA,31063,,1/1/1900,MACON,12/31/2013,527668,420
"YODER, JOSHUA",JOSHUA YODER,686  KAUFFMAN RD,,MONTEZUMA,GA,31063,,686  Kauffman RD,,MONTEZUMA,GA,31063,,1/1/1900,MACON,12/31/2013,527768,420
"YODER, JR., RUFUS","RUFUS YODER, JR",2585  FIELDS CROSSING RD,,MONTEZUMA,GA,31063,,2585 FIELDS CROSSING RD,,MONTEZUMA,GA,31063,,1/1/1900,MACON,12/31/2013,527666,420
"YODER, MARVIN P.",LEON BRENNEMAN,2798  FIELDS CROSSING RD,,MONTEZUMA,GA,31063,,1848  FIELDS CROSSING,,MONTEZUMA,GA,31063,,1/1/1900,MACON,12/31/2013,527655,420
"YODER, TROY",TROY YODER,5979  GA HIGHWAY 26,,MONTEZUMA,GA,31063,,5731  STATE ROUTE 26 E,,MONTEZUMA,GA,31063,,1/1/1900,MACON,12/31/2013,527739,420
YOPLAIT,,128 E SLOSSON,,REED CITY,MI,49677,,#1 GENERAL MILLS    BT08-C,,MINNEAPOLIS,MN,55426,,11/15/2012,,12/31/2027,1692468,435
YOPLAIT,,1055 E SANDHILL,,CARSON,CA,90746,,#1 GENERAL MILLS BLVD   BT08-C,,MINNEAPOLIS,MN,55426,,11/16/2012,,12/31/2027,1692501,435
YOUNG'S DAIRY,EMORY YOUNG CHARLES & NELL YOUNG,1123  SESSIONS RD,,TENNILLE,GA,31089,,1123  SESSIONS RD,,TENNILLE,GA,31089,,1/1/1900,WASHINGTON,12/31/2027,527538,420
